Gender,CGPA,Internships,Projects,Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
Female,6.99,1,2,1,69.0,6.5,No,No,66.1,87.3,No
Female,7.04,1,0,0,59.5,6.7,Yes,Yes,66.7,65.5,Yes
Male,6.48,2,0,0,76.5,8.3,No,No,73.0,55.1,No
Female,6.56,3,1,3,59.7,7.6,No,Yes,85.0,86.5,No
Male,6.12,1,3,3,36.0,5.5,No,No,69.3,65.4,No
Female,7.58,0,1,2,49.5,8.5,No,No,84.9,70.9,Yes
Male,7.77,0,3,2,80.6,8.4,Yes,No,71.2,86.6,Yes
Male,6.43,2,1,2,54.2,5.2,Yes,Yes,86.1,60.5,No
Male,8.72,0,3,3,76.8,4.0,Yes,No,50.3,67.7,No
Female,6.89,1,2,2,70.6,3.2,No,No,68.7,62.3,Yes
Male,8.73,1,2,1,54.3,7.4,Yes,No,85.2,71.4,No
Female,6.56,2,3,2,62.7,8.0,Yes,Yes,79.6,70.6,Yes
Female,5.17,0,2,3,55.6,5.9,No,Yes,73.7,62.2,No
Female,7.6,1,1,2,59.3,6.5,No,No,78.1,69.8,No
Female,7.45,2,3,0,38.2,7.3,Yes,Yes,79.6,77.4,Yes
Female,7.23,2,0,4,63.3,7.0,No,Yes,74.6,78.9,Yes
Male,6.56,1,0,0,56.3,7.1,Yes,Yes,72.0,74.4,Yes
Female,7.17,3,5,1,66.1,9.7,Yes,No,84.2,74.4,Yes
Female,6.69,0,2,1,72.9,6.3,Yes,Yes,83.7,56.7,No
Female,6.9,0,1,2,74.3,6.8,Yes,No,85.5,84.1,Yes
Female,8.04,3,2,2,56.5,5.7,No,No,96.1,75.0,Yes
Female,7.38,0,5,2,55.3,8.1,Yes,Yes,78.2,85.1,Yes
Male,7.81,0,1,1,62.7,8.8,Yes,Yes,96.3,77.1,Yes
Male,6.97,2,0,3,81.4,6.9,No,No,91.1,81.5,Yes
Female,6.86,1,6,2,57.3,7.1,No,Yes,91.5,61.2,Yes
Male,6.05,2,3,0,54.7,8.6,No,Yes,79.9,100.0,No
Male,6.83,0,0,2,48.5,5.9,Yes,Yes,85.0,74.5,No
Female,4.0,1,2,4,72.6,7.0,Yes,Yes,92.1,81.2,No
Male,6.61,4,4,2,60.6,4.1,No,No,64.3,77.8,No
Female,7.12,0,1,0,49.9,6.7,No,Yes,74.7,64.5,No
Male,7.76,3,1,0,53.0,6.2,Yes,No,77.9,63.8,Yes
Male,6.93,1,2,4,75.0,8.3,Yes,Yes,87.1,72.3,Yes
Male,7.55,2,1,4,67.2,6.2,Yes,No,82.3,62.1,Yes
Female,5.02,1,2,3,55.0,6.0,Yes,No,84.3,89.7,No
Male,7.14,0,2,0,73.6,8.9,No,Yes,80.2,75.9,Yes
Male,5.52,2,1,1,80.5,6.2,Yes,No,77.9,85.0,Yes
Female,5.99,1,1,3,74.8,7.5,Yes,No,59.2,79.0,Yes
Female,7.01,0,1,1,68.1,8.6,Yes,No,70.8,62.0,Yes
Male,8.48,1,1,2,90.2,5.6,Yes,No,83.9,76.6,Yes
Female,7.57,1,1,1,84.9,7.8,Yes,No,75.3,81.1,Yes
Male,7.22,0,2,0,65.9,5.4,No,No,60.2,72.5,No
Male,7.18,1,3,3,80.1,7.5,Yes,No,70.1,62.6,No
Female,6.49,0,3,0,74.8,7.8,No,Yes,95.2,67.5,Yes
Female,6.66,1,1,0,57.0,5.7,No,No,60.3,75.5,No
Female,7.63,1,1,2,89.0,3.1,Yes,No,52.4,80.9,Yes
Male,5.81,3,1,1,90.3,4.9,Yes,Yes,86.4,60.0,Yes
Female,7.79,0,1,3,83.0,6.7,No,No,73.8,65.3,No
Male,6.81,0,1,1,74.5,4.9,No,Yes,80.8,80.3,Yes
Female,8.03,1,5,1,79.2,5.9,No,No,83.9,60.4,No
Male,8.16,1,1,1,60.0,7.3,No,Yes,62.0,71.0,Yes
Female,5.53,1,3,2,81.4,6.1,No,Yes,84.0,71.1,Yes
Male,6.62,0,0,0,,6.6,Yes,Yes,54.1,80.8,No
Female,6.34,0,3,1,60.1,5.5,Yes,Yes,78.4,75.1,No
Male,5.39,1,3,0,27.4,9.3,No,No,83.1,71.0,Yes
Female,6.17,0,3,2,71.0,5.4,Yes,No,76.5,72.6,Yes
Female,9.64,0,2,1,80.4,6.4,No,Yes,62.1,74.1,Yes
Male,7.81,1,3,2,89.7,7.3,No,No,75.0,73.5,No
Female,9.12,1,2,1,61.8,4.9,No,No,91.3,82.4,Yes
Male,8.03,0,4,1,68.5,6.5,No,Yes,80.5,79.6,Yes
Male,6.46,2,1,1,64.8,6.2,No,Yes,69.1,72.8,No
Female,6.82,1,1,3,92.1,7.7,Yes,No,74.8,82.5,Yes
Male,7.79,1,1,2,70.0,6.6,Yes,Yes,84.6,94.7,Yes
Female,7.64,2,1,2,92.8,5.6,No,Yes,90.7,81.0,Yes
Female,6.62,0,4,0,83.7,6.9,Yes,No,57.4,68.7,No
Male,5.69,3,2,3,76.3,8.2,Yes,No,86.4,58.1,Yes
Female,10.0,1,2,3,56.6,6.1,No,Yes,85.1,66.0,No
Male,7.06,0,1,1,48.7,6.6,No,No,65.7,72.4,No
Male,6.87,2,0,2,66.3,6.4,No,No,80.0,94.5,Yes
Female,7.31,2,3,1,66.5,,Yes,Yes,72.5,68.4,Yes
Female,6.96,2,4,0,47.5,5.4,Yes,Yes,66.2,87.7,Yes
Male,7.32,1,3,5,81.2,9.3,No,Yes,73.7,74.9,Yes
Male,8.49,1,2,2,67.8,8.5,No,Yes,61.0,66.7,Yes
Female,7.08,0,4,1,73.8,6.0,No,No,75.8,61.5,Yes
Female,6.04,2,2,0,90.5,9.7,No,No,70.4,70.2,No
Female,7.04,0,1,1,53.4,2.9,Yes,Yes,72.3,64.6,No
Female,6.74,1,2,0,33.8,7.8,Yes,No,71.9,64.0,No
Male,8.62,1,2,0,56.2,10.0,Yes,Yes,73.2,58.9,Yes
Female,8.37,1,1,1,90.9,6.1,Yes,Yes,67.6,66.3,Yes
Male,7.31,2,1,0,65.1,7.8,No,No,49.7,63.9,No
Male,5.92,0,4,3,62.2,7.8,No,Yes,94.6,70.4,No
Female,5.97,0,0,3,57.2,6.2,No,No,92.3,71.7,No
Male,7.22,1,3,2,64.9,7.3,No,Yes,82.3,63.1,Yes
Female,7.54,1,5,3,56.4,9.1,No,Yes,71.1,67.4,Yes
Male,6.83,2,3,1,57.6,5.2,No,Yes,82.9,70.2,Yes
Female,6.72,1,2,1,80.7,7.3,No,Yes,57.5,78.0,Yes
Male,6.61,2,3,2,100.0,8.0,Yes,No,84.2,81.0,Yes
Male,7.18,1,3,1,52.4,5.5,Yes,No,69.7,69.5,No
Female,,1,2,4,57.0,6.7,No,Yes,61.7,70.9,No
Female,6.1,1,5,0,56.6,7.3,Yes,Yes,86.6,61.9,Yes
Male,6.57,0,2,2,88.9,5.5,No,Yes,80.1,70.0,Yes
Male,8.41,3,2,2,76.4,8.8,No,Yes,70.2,60.6,Yes
Female,6.39,1,2,2,61.1,7.0,No,Yes,74.5,77.6,Yes
Male,7.38,2,1,1,57.5,5.5,Yes,No,65.7,60.0,Yes
Female,7.43,0,4,1,88.4,4.8,No,Yes,80.2,74.5,Yes
Male,8.5,2,0,2,65.6,6.1,No,Yes,79.8,66.0,Yes
Female,8.46,1,5,0,64.4,6.1,Yes,No,78.7,95.8,Yes
Male,7.14,1,2,0,32.6,7.2,No,Yes,53.5,78.1,Yes
Female,6.72,2,3,0,76.9,4.8,No,Yes,77.4,77.6,Yes
Female,6.54,2,1,0,64.9,5.6,Yes,Yes,63.8,70.1,No
Male,6.96,0,2,1,66.6,8.8,No,Yes,83.9,83.8,Yes
Female,6.77,1,3,0,66.5,4.2,Yes,Yes,74.3,73.7,Yes
Male,7.75,2,3,1,79.1,5.6,No,No,96.9,65.8,No
Female,7.62,0,2,1,31.5,4.7,No,No,69.4,79.4,No
Female,7.79,0,3,0,47.1,6.9,Yes,Yes,61.0,71.8,No
Female,8.46,2,2,0,94.4,7.6,Yes,Yes,66.5,57.0,Yes
Male,9.06,1,0,2,46.6,10.0,No,Yes,75.1,62.4,No
Female,7.32,0,1,0,53.6,8.0,No,No,64.1,84.7,No
Male,8.3,0,1,1,83.8,4.7,No,Yes,51.1,68.9,No
Female,6.85,1,5,1,65.8,7.4,No,No,81.4,79.5,No
Male,8.39,0,3,3,65.9,6.4,Yes,Yes,95.8,59.0,Yes
Male,8.26,0,1,3,88.9,5.8,Yes,Yes,88.9,82.2,Yes
Male,8.21,1,3,0,56.4,6.5,No,Yes,71.4,52.9,No
Female,7.29,0,2,1,57.0,7.8,Yes,Yes,69.3,56.2,No
Male,6.53,1,3,1,76.4,7.8,No,Yes,74.5,57.0,No
Female,5.81,1,0,0,67.4,4.5,No,Yes,86.4,74.6,Yes
Male,7.16,0,2,1,80.4,6.6,No,Yes,69.2,74.4,Yes
Male,8.73,0,2,3,55.3,5.0,Yes,No,72.9,63.1,Yes
Male,6.89,0,1,3,68.0,6.7,No,Yes,97.4,53.7,No
Male,7.99,3,3,0,63.9,5.8,Yes,No,76.4,83.7,Yes
Female,8.04,1,1,2,59.1,7.7,No,No,89.2,75.3,No
Male,6.92,3,1,0,45.8,6.1,Yes,No,78.3,76.7,No
Male,8.52,1,3,2,58.7,5.5,Yes,Yes,74.5,74.3,Yes
Female,4.29,0,1,1,56.9,6.6,Yes,No,74.8,57.4,No
Male,5.98,0,1,1,83.8,6.5,No,Yes,60.4,68.7,Yes
Male,6.28,0,2,0,73.5,6.3,Yes,No,79.3,65.9,No
Male,6.38,1,0,1,71.7,5.8,Yes,Yes,80.1,62.4,Yes
Male,7.54,2,4,0,62.3,2.8,No,Yes,64.2,62.0,No
Female,7.49,0,4,0,51.6,9.4,No,No,86.6,72.3,No
Female,7.59,2,1,0,68.3,4.5,Yes,Yes,76.1,78.1,Yes
Male,7.8,1,0,0,86.3,6.9,No,No,72.4,70.5,No
Female,6.25,1,1,1,52.1,7.1,No,Yes,90.2,77.8,Yes
Female,5.98,1,3,3,71.8,9.8,No,No,60.3,83.5,Yes
Male,7.6,1,1,2,58.2,10.0,No,No,79.5,77.5,No
Female,6.57,1,1,1,64.9,7.1,No,Yes,81.5,81.1,Yes
Male,5.63,1,7,3,62.7,5.0,No,No,77.8,61.1,Yes
Female,8.17,1,6,1,71.7,5.0,Yes,Yes,69.5,66.4,Yes
Female,8.6,2,2,4,62.7,5.6,No,No,96.9,56.6,Yes
Female,8.76,0,3,2,57.5,6.5,No,Yes,82.2,68.3,Yes
Male,7.39,3,2,1,41.3,5.8,No,No,65.7,48.9,No
Female,7.83,1,2,0,68.3,5.0,Yes,Yes,68.7,78.4,Yes
Male,8.57,2,3,1,74.2,6.6,Yes,Yes,56.8,79.0,Yes
Male,6.56,0,1,2,65.9,5.2,No,Yes,73.4,60.8,Yes
Female,8.31,2,2,1,,8.6,No,Yes,95.7,73.5,Yes
Male,7.48,3,3,1,87.3,5.2,No,Yes,60.8,80.2,Yes
Female,8.11,0,2,1,89.3,5.5,No,No,78.1,75.1,No
Male,7.39,2,3,0,81.1,6.7,No,Yes,71.5,59.1,Yes
Male,8.5,1,3,0,70.0,4.5,Yes,Yes,78.2,70.8,Yes
Female,7.42,0,2,1,66.5,5.9,No,No,78.7,80.0,No
Female,5.72,2,4,1,49.2,4.2,No,Yes,76.8,57.9,Yes
Female,8.65,1,7,1,36.4,6.4,Yes,Yes,60.7,63.6,Yes
Female,6.25,0,2,2,85.6,5.3,No,Yes,66.6,75.3,Yes
Male,8.45,2,2,5,66.7,5.8,No,Yes,70.9,76.4,Yes
Male,7.11,4,2,5,100.0,6.7,Yes,Yes,76.2,71.9,Yes
Male,8.38,0,3,2,56.2,5.9,Yes,No,88.6,72.4,No
Female,8.33,2,2,1,71.4,7.6,No,Yes,96.7,66.0,Yes
Male,7.63,2,8,2,80.3,5.0,No,Yes,73.8,68.5,Yes
Female,7.71,1,3,4,55.2,5.8,Yes,No,70.6,51.5,Yes
Male,7.62,1,1,3,61.0,6.0,No,No,76.5,70.8,No
Female,5.19,0,4,2,62.1,7.7,No,Yes,77.8,82.2,Yes
Male,7.32,0,1,2,58.9,8.1,No,No,93.5,80.6,No
Male,6.08,2,3,2,71.0,5.0,No,Yes,60.6,78.9,Yes
Female,7.37,0,0,3,65.8,5.9,No,Yes,82.1,63.0,Yes
Male,6.06,1,1,0,34.5,3.6,Yes,Yes,86.5,76.2,No
Female,6.02,0,1,1,66.7,6.5,No,No,65.8,61.8,No
Male,8.8,1,2,0,70.6,6.6,Yes,Yes,88.0,74.9,Yes
Male,8.27,1,4,3,64.4,8.6,No,Yes,64.9,60.4,Yes
Female,7.2,0,1,0,89.7,,Yes,No,60.2,51.9,No
Female,7.38,4,1,1,70.2,6.3,No,Yes,72.7,53.7,Yes
Male,6.95,0,3,2,65.4,5.8,Yes,Yes,82.7,81.4,No
Male,7.77,0,3,1,78.6,7.3,No,Yes,55.9,80.6,Yes
Male,6.52,1,5,0,99.0,6.9,Yes,Yes,57.6,70.1,Yes
Male,8.19,5,3,2,62.9,7.1,Yes,No,85.7,58.9,Yes
Male,6.95,1,1,2,80.8,9.7,Yes,Yes,73.5,61.0,Yes
Male,6.78,2,2,1,92.6,4.3,Yes,Yes,78.8,65.2,Yes
Female,7.22,3,3,1,61.5,2.4,No,Yes,80.9,85.8,Yes
Female,6.61,1,0,2,47.4,7.6,No,No,60.3,67.2,No
Female,7.53,0,3,2,71.6,6.4,No,No,69.2,72.1,No
Male,6.66,2,3,1,85.2,5.6,No,No,74.6,80.5,Yes
Male,7.67,2,0,1,60.7,8.0,No,No,66.1,67.0,Yes
Male,8.42,1,2,4,81.4,6.8,Yes,No,71.0,72.7,Yes
Female,6.48,0,0,1,52.1,5.9,Yes,No,84.3,78.0,No
Female,7.07,1,3,0,,7.8,Yes,Yes,54.4,75.7,Yes
Male,7.66,0,3,0,63.6,7.6,No,Yes,76.6,77.4,No
Male,6.76,1,3,0,62.9,7.5,Yes,Yes,64.5,75.5,Yes
Female,7.66,1,4,0,52.1,4.6,No,No,72.2,65.3,No
Female,7.76,1,3,1,60.0,5.3,No,No,72.5,76.7,No
Female,8.28,2,1,0,35.5,6.9,No,Yes,76.1,73.5,No
Male,6.59,1,1,0,75.4,7.2,Yes,No,74.3,64.9,No
Male,6.26,3,2,2,65.5,8.6,No,No,78.0,60.7,No
Male,6.89,0,3,2,82.2,5.6,Yes,No,81.2,67.7,Yes
Female,6.23,0,3,4,63.7,6.5,No,No,59.3,79.0,No
Female,7.76,0,2,3,38.0,8.3,No,Yes,71.5,71.5,Yes
Male,6.04,3,0,0,69.8,6.3,No,Yes,67.1,84.5,No
Male,9.53,0,0,2,55.1,6.7,No,Yes,57.7,71.4,Yes
Female,8.5,1,2,0,81.0,6.4,No,Yes,65.1,62.8,Yes
Male,7.21,4,0,2,61.8,7.4,No,Yes,85.2,70.7,Yes
Female,8.07,2,6,0,95.2,7.3,Yes,Yes,72.5,81.2,Yes
Female,5.56,0,1,1,51.6,4.1,Yes,Yes,80.1,83.9,No
Male,9.72,4,3,0,68.7,7.5,Yes,Yes,79.3,57.7,Yes
Female,6.61,4,3,1,74.0,9.0,Yes,No,66.0,72.7,Yes
Male,7.08,0,0,1,60.0,4.4,Yes,No,80.4,76.6,No
Female,5.34,0,2,1,45.0,7.0,No,No,64.0,50.7,No
Female,7.69,2,4,3,62.0,7.4,Yes,Yes,82.2,94.6,Yes
Male,6.09,2,3,3,37.7,4.5,No,No,69.1,55.5,No
Female,7.3,0,5,1,54.5,5.4,No,No,61.7,54.6,No
Male,6.66,1,3,1,62.3,5.5,No,Yes,76.4,61.6,No
Male,6.12,0,2,0,80.0,6.8,Yes,Yes,67.9,71.4,Yes
Female,6.4,0,1,1,69.2,4.5,Yes,Yes,81.3,51.3,No
Male,7.43,0,1,1,58.9,5.5,No,No,82.1,68.4,No
Male,5.92,2,3,0,58.0,7.0,No,No,45.1,44.5,No
Male,6.45,4,1,2,56.7,7.8,Yes,Yes,100.0,65.6,Yes
Male,7.86,2,2,0,78.8,6.5,Yes,No,62.2,74.4,Yes
Male,9.8,0,0,1,42.7,4.9,No,No,82.2,80.8,No
Male,7.68,1,2,1,52.3,6.1,No,Yes,70.5,54.9,Yes
Female,6.28,0,1,2,42.7,6.8,No,No,78.3,57.4,No
Male,6.83,3,1,0,73.8,8.8,No,No,68.8,69.2,No
Female,7.23,1,0,1,87.7,7.1,No,No,89.7,80.5,No
Female,,1,3,3,73.6,9.6,No,Yes,60.7,83.8,No
Male,8.1,2,2,2,74.7,7.7,No,No,85.3,72.6,Yes
Female,7.42,3,7,0,57.1,8.3,No,No,55.9,61.4,Yes
Female,8.11,2,1,1,72.3,5.5,No,No,76.0,64.2,No
Male,6.89,1,2,0,53.7,7.6,No,No,61.1,57.4,No
Male,8.53,1,3,1,56.4,6.8,Yes,No,82.1,82.3,No
Male,7.03,1,1,1,64.4,10.0,No,Yes,78.4,73.1,Yes
Female,6.23,0,0,2,65.6,6.0,No,No,80.3,85.3,No
Female,9.38,5,4,2,91.9,9.2,No,Yes,72.3,63.6,Yes
Male,5.38,1,5,0,78.0,9.1,Yes,No,72.4,60.3,Yes
Male,6.46,4,4,1,66.7,5.6,No,Yes,73.6,82.0,Yes
Female,6.57,1,2,3,90.6,7.0,Yes,Yes,63.3,67.0,Yes
Female,9.71,1,4,0,100.0,4.4,Yes,Yes,100.0,67.6,Yes
Female,9.01,1,0,1,,9.2,Yes,No,67.0,85.9,Yes
Female,8.69,0,2,1,70.7,3.3,Yes,No,71.0,73.8,No
Male,6.87,1,1,1,46.4,4.1,Yes,No,78.2,82.8,Yes
Female,9.63,0,2,0,67.5,6.3,No,No,70.5,76.2,Yes
Female,7.57,2,2,2,54.8,5.1,Yes,Yes,77.9,79.3,Yes
Female,8.18,3,0,4,36.7,5.0,No,No,56.5,84.7,Yes
Female,7.38,0,1,1,79.8,6.0,No,Yes,74.6,61.7,Yes
Male,7.15,1,3,1,66.6,7.9,Yes,Yes,65.6,80.1,Yes
Male,6.95,0,2,0,52.0,8.0,Yes,Yes,79.0,87.9,No
Female,6.99,1,2,1,37.6,7.2,No,No,90.3,64.6,Yes
Female,7.81,3,3,1,55.9,7.2,Yes,No,93.9,64.4,Yes
Male,7.57,0,3,2,54.9,6.6,Yes,Yes,70.5,91.6,Yes
Male,7.17,1,3,3,63.3,8.1,No,No,49.9,67.5,No
Female,8.71,2,1,3,38.9,6.7,Yes,Yes,78.3,74.7,No
Female,4.23,1,5,0,71.4,5.3,No,No,71.3,55.1,No
Male,7.71,1,3,1,74.6,6.1,No,Yes,65.6,76.5,Yes
Male,7.92,0,2,2,45.5,6.9,Yes,Yes,77.6,68.3,Yes
Male,8.35,1,0,1,39.6,7.8,Yes,No,77.1,76.5,Yes
Male,7.14,1,1,1,80.2,7.0,No,No,82.2,70.8,No
Male,7.41,0,3,1,62.8,4.7,No,Yes,69.9,81.6,Yes
Male,8.19,0,1,2,74.6,7.8,No,No,69.0,80.7,No
Female,8.69,1,1,3,66.7,5.9,Yes,No,68.7,73.3,Yes
Male,6.9,0,2,0,63.7,7.3,No,Yes,68.2,65.1,No
Male,7.47,1,2,0,80.5,4.1,No,Yes,81.8,52.5,No
Male,8.88,2,0,2,77.6,7.4,No,No,67.0,68.1,No
Male,5.08,0,2,1,70.8,8.0,Yes,Yes,60.7,79.1,No
Female,6.51,3,3,2,71.8,5.7,No,No,79.9,70.3,No
Female,8.67,2,3,2,58.5,7.1,Yes,Yes,79.5,73.7,No
Male,8.29,0,2,1,73.3,6.8,No,Yes,94.1,71.0,No
Female,7.72,1,2,2,88.3,5.4,No,Yes,99.8,51.0,Yes
Female,6.75,0,0,0,80.4,7.9,Yes,No,90.2,71.3,Yes
Female,6.32,1,2,2,36.9,6.2,No,No,81.7,72.3,No
Female,6.61,3,1,1,71.8,5.9,No,Yes,74.8,68.1,Yes
Female,8.75,0,3,1,73.0,7.4,No,No,67.4,74.6,No
Female,6.57,0,5,3,82.0,6.8,No,Yes,97.2,54.4,No
Male,7.3,2,0,3,83.6,7.5,No,Yes,78.9,58.7,Yes
Male,6.45,1,2,1,72.4,6.7,Yes,Yes,89.5,76.0,Yes
Male,8.04,0,0,5,46.4,7.1,Yes,Yes,74.5,71.5,Yes
Male,6.66,1,1,3,63.3,6.4,Yes,Yes,80.1,85.4,Yes
Male,7.1,2,1,1,53.1,5.5,No,No,76.9,78.5,No
Female,5.52,2,3,0,47.5,5.4,No,Yes,68.3,87.5,No
Male,5.59,1,0,1,86.0,5.5,Yes,No,80.5,85.6,Yes
Male,7.21,2,4,2,58.0,5.7,No,Yes,97.6,74.6,Yes
Female,5.87,1,3,1,94.8,10.0,Yes,No,69.7,84.1,Yes
Female,9.31,0,2,2,59.2,7.3,Yes,Yes,72.9,61.3,Yes
Male,5.14,1,2,2,54.3,5.4,Yes,No,56.7,78.2,Yes
Female,6.4,2,3,0,74.0,8.0,No,No,81.2,61.5,No
Female,7.22,2,4,2,63.8,9.3,No,Yes,81.0,88.9,Yes
Female,6.83,1,3,2,69.2,5.7,No,No,80.7,71.8,No
Female,6.1,2,0,3,56.9,5.8,No,Yes,72.3,71.3,No
Male,6.24,1,2,1,56.9,3.8,Yes,No,71.0,63.0,No
Female,6.21,2,2,0,57.7,6.1,No,No,76.9,39.7,Yes
Male,6.91,2,3,1,49.4,7.7,Yes,Yes,80.2,71.5,Yes
Male,9.15,1,5,1,79.5,6.0,No,Yes,74.9,59.9,No
Female,7.28,1,3,1,68.1,4.9,No,Yes,70.3,93.5,Yes
Female,8.38,0,1,3,67.3,4.3,Yes,No,59.1,71.8,No
Female,7.71,0,0,3,75.0,7.0,No,Yes,84.7,82.5,Yes
Male,8.31,1,0,1,70.4,5.6,No,No,76.3,84.5,No
Female,,1,2,3,99.0,9.5,No,No,60.8,87.6,Yes
Female,6.9,1,2,2,71.4,6.6,Yes,Yes,81.2,86.5,Yes
Female,8.51,0,0,1,34.2,5.3,No,No,81.6,81.9,No
Female,6.63,1,2,2,57.6,7.8,Yes,Yes,70.1,72.7,Yes
Female,8.96,0,1,2,51.0,9.6,Yes,Yes,64.6,57.4,Yes
Male,8.68,1,2,0,72.0,9.2,No,Yes,85.5,68.5,Yes
Female,6.73,1,1,2,58.8,5.1,No,Yes,70.1,69.6,Yes
Female,6.7,3,0,0,72.5,4.6,No,Yes,51.4,74.9,Yes
Female,6.19,0,2,1,54.7,4.6,No,No,74.3,90.4,No
Male,6.57,1,1,0,67.9,7.5,No,Yes,76.4,73.3,No
Female,5.97,0,1,2,57.1,6.1,Yes,Yes,76.1,69.5,Yes
Male,7.63,0,2,3,59.9,5.5,No,Yes,67.8,73.6,Yes
Male,5.74,1,4,4,68.4,7.7,Yes,No,75.6,57.3,Yes
Female,7.8,1,1,2,71.8,5.2,No,No,82.0,77.6,No
Female,7.83,1,3,3,86.4,8.0,No,Yes,53.7,62.1,Yes
Female,5.54,1,1,0,82.0,5.0,No,Yes,80.4,73.6,No
Male,8.75,0,0,1,79.1,6.0,No,No,83.5,63.1,No
Male,7.71,2,1,0,71.5,8.6,No,No,71.6,73.4,Yes
Male,7.95,0,0,0,57.7,6.7,No,Yes,61.6,74.4,Yes
Male,6.44,1,1,2,74.3,5.0,No,Yes,84.0,79.5,No
Male,7.82,3,2,1,82.9,8.8,No,Yes,87.9,78.3,Yes
Male,8.33,2,3,2,82.9,8.2,Yes,No,63.8,81.1,Yes
Female,7.1,1,1,2,65.2,8.7,No,No,73.3,73.1,Yes
Female,9.2,0,3,2,59.8,3.9,No,Yes,65.2,63.6,No
Male,7.24,2,1,0,76.9,6.9,No,No,68.8,67.2,No
Female,8.34,3,4,2,28.5,5.4,Yes,Yes,74.5,74.6,Yes
Female,7.49,0,6,3,89.0,5.6,No,No,84.3,82.5,Yes
Male,,0,3,2,83.4,7.5,No,Yes,81.1,77.2,No
Male,5.53,1,3,1,60.8,3.9,Yes,Yes,76.4,82.1,Yes
Female,7.57,0,1,2,60.0,,Yes,No,97.1,77.2,Yes
Male,6.47,5,3,1,96.1,8.8,No,Yes,62.0,71.7,Yes
Male,6.35,2,2,1,49.5,6.7,Yes,Yes,69.3,74.8,Yes
Female,8.94,1,3,1,61.1,8.1,Yes,No,76.1,74.7,Yes
Male,6.99,4,2,1,91.3,6.7,Yes,No,71.9,76.1,No
Female,6.2,1,0,0,48.9,5.2,Yes,Yes,72.9,78.2,No
Female,6.84,2,2,2,67.4,9.4,No,Yes,83.6,70.5,Yes
Female,5.9,1,1,1,61.4,6.2,No,No,66.2,75.5,No
Female,,1,6,5,95.9,4.6,No,No,92.8,72.6,Yes
Female,6.5,1,4,0,56.9,4.4,No,Yes,65.9,86.6,Yes
Male,7.73,1,2,4,44.6,6.2,No,Yes,67.6,64.3,Yes
Male,8.56,1,3,2,68.6,7.8,No,Yes,86.4,62.7,Yes
Male,6.7,2,2,1,56.9,6.5,Yes,Yes,87.1,65.8,Yes
Male,7.73,3,2,2,74.0,4.3,No,No,71.8,63.5,Yes
Female,6.17,1,1,1,71.5,6.6,No,Yes,87.4,68.2,Yes
Female,9.65,1,3,0,47.5,8.1,No,Yes,65.9,61.0,Yes
Male,8.14,0,1,0,92.6,6.3,No,Yes,55.9,83.0,No
Female,7.01,1,3,1,55.8,8.7,Yes,Yes,84.9,74.2,Yes
Male,6.43,0,0,1,57.4,5.2,Yes,No,59.9,75.5,No
Male,7.09,3,6,3,73.7,7.8,No,No,74.9,63.2,Yes
Male,6.86,0,4,0,89.5,7.2,No,Yes,94.0,73.9,Yes
Female,9.15,0,2,1,45.7,7.3,No,Yes,65.5,73.6,No
Female,5.97,0,0,1,58.1,7.2,No,No,62.1,47.5,No
Female,7.33,0,2,0,79.4,6.0,No,Yes,65.5,58.8,No
Female,7.18,5,1,2,56.4,7.0,Yes,Yes,62.7,64.5,Yes
Male,7.08,2,0,2,67.4,5.9,No,Yes,63.9,79.0,Yes
Female,7.09,0,2,0,58.8,6.9,No,Yes,59.6,67.8,No
Female,7.08,1,0,1,72.4,6.9,Yes,No,84.7,80.3,Yes
Female,8.07,3,1,2,46.3,6.2,Yes,Yes,58.2,77.8,Yes
Male,7.81,1,2,0,69.7,6.3,No,No,81.5,53.6,No
Male,7.62,1,4,2,72.3,4.4,No,No,58.5,79.0,No
Female,4.17,5,0,1,75.2,6.6,No,Yes,76.5,64.2,No
Female,7.5,1,2,1,57.1,7.4,Yes,Yes,83.9,77.2,Yes
Female,5.54,1,0,1,86.7,6.9,No,Yes,74.6,56.3,No
Female,7.85,1,2,2,33.5,6.7,No,No,62.9,64.5,Yes
Male,8.67,2,1,4,55.1,4.3,Yes,No,74.5,59.8,Yes
Female,,0,0,2,100.0,7.1,No,Yes,69.6,71.4,Yes
Female,6.94,2,4,2,65.4,4.7,Yes,Yes,73.1,79.5,Yes
Female,6.6,1,2,2,81.9,5.4,No,Yes,62.1,61.3,Yes
Male,8.44,2,2,0,67.8,4.8,Yes,No,78.6,78.9,Yes
Male,7.3,1,1,1,91.1,5.0,Yes,No,72.2,71.0,Yes
Female,8.93,0,5,4,62.1,6.7,No,No,82.6,90.7,Yes
Female,7.61,2,2,1,68.4,4.5,No,No,85.4,73.0,No
Female,7.44,2,1,0,78.1,,No,Yes,78.5,61.7,No
Female,7.27,2,2,0,88.0,8.9,Yes,Yes,71.8,80.0,Yes
Female,8.02,2,2,3,37.3,9.3,Yes,Yes,67.3,63.5,Yes
Male,5.46,2,4,0,72.8,8.0,No,No,66.3,62.9,Yes
Male,7.29,3,0,0,52.2,6.1,Yes,No,78.3,67.5,Yes
Male,7.13,1,0,1,64.2,8.2,No,Yes,80.2,69.5,No
